artist_id;artist_genres;artist_genre_main
1zQJBLCGM0tdPW9XwgdEll;[];other
6q3p11nP1p80Ey6LrOOSed;[];other
0eVyjRhzZKke2KFYTcDkeu;['alternative hip hop', 'experimental hip hop', 'boom bap', 'jazz rap'];hip_hop_rnb_soul_afro
5lofelrRCFBwzTF616hSx4;[];other
33U9I7yBy34UXqKYObItne;['bossa nova'];other
3nQsp2bILdh0XwthliZsSv;[];other
7fzE5Hf6zNW15WACzqrPIU;[];other
2WcCoPxAWFNSCvsFPrpf30;['noise rock', 'garage rock'];rock
33qOK5uJ8AR2xuQQAhHump;[];other
5txKJQwlX202UqnBPII2PK;['dub', 'roots reggae', 'reggae', 'rocksteady'];hip_hop_rnb_soul_afro
21UPYSRWFKwtqvSAnFnSvS;['alté', 'afrobeats'];hip_hop_rnb_soul_afro
27WVFBOddxovimxMmBN4fb;['afro house'];hip_hop_rnb_soul_afro
716NhGYqD1jl2wI1Qkgq36;['argentine trap', 'trap latino', 'urbano latino'];hip_hop_rnb_soul_afro
2JAxtl8czMHyssC2W7b8jy;[];other
4u2LxHDBsFDH3J9NumXSCH;[];other
41gxyJbzbAaChEyrZ9j3rv;['lo-fi house'];electro
1AHswQqsDNmu1xaE8KpBne;['hyperpop'];pop
0zo109NM3S7CqHpvlXwqEN;['acid techno', 'techno', 'hard techno'];electro
4m7q9onIm2bqhwHy9utqmw;['miami bass', 'gabber', 'g-house'];electro
1vxsourLLLfobrxyWAcuQH;['french pop'];pop
6XZ6Yyn1McxgRoEkKQgpZA;[];other
33aS3DKsGRMWBwjM9ddhak;[];other
18mAiJGFVBU5YdiIUIdzL2;['k-rock'];rock
2sflbTtCirog5VxD6jPAfb;[];other
42yf4QkiE9a252krn9OUCb;[];other
0s4kXsjYeH0S1xRyVGN4NO;[];other
1mI6keuM9rBbs9GdbAHzgr;[];other
7BMR0fwtEvzGtK4rNGdoiQ;['jungle', 'drum and bass', 'uk garage'];electro
3ajf12ub55b51qcS94d9Co;['indie pop'];rock
3SXwqSqAoBz9WCI9PDQzY6;['post-punk'];rock
7LPqtwClp78XM85lJWaiKQ;[];other
0viYlscdaUskUy6oZfqm7i;['deathrock', 'post-punk', 'cold wave', 'darkwave'];rock
5PAOxo6t7il1UN7HFurcph;[];other
7GlBOeep6PqTfFi59PTUUN;[];other
74KM79TiuVKeVCqs8QtB0B;[];other
1GTIvySxCJ0Kq2ie1UuTB1;['cloud rap'];hip_hop_rnb_soul_afro
2VddwtW7ie3dDcW8WKXHdn;['cloud rap', 'hyperpop'];hip_hop_rnb_soul_afro
4f4Ee5QjHnoeSdlxTaK6rx;['cloud rap'];hip_hop_rnb_soul_afro
2cAvReLDmjFQtCJFDJbHBU;['midwest emo'];rock
2WBJQGf1bT1kxuoqziH5g4;['disco house', 'nu disco', 'funky house', 'house'];electro
7jEEE187pVG6InOxn03oA5;[];other
3yDIp0kaq9EFKe07X1X2rz;[];other
1OFOShsIbhy1l5x73yuVyB;['dancehall', 'soca', 'afrobeats'];hip_hop_rnb_soul_afro
7sLtFQOS2kTEnMPTFLFU1t;[];other
4cUkGQyhLFqKHBtL58HYVp;['hip house'];electro
7rzyYETlkvNEdxdtSUXXTV;[];other
6Tyzp9KzpiZ04DABQoedps;['trip hop'];other
3qwabfaWewpfli7hMNM3O8;['art pop', 'electropop'];electro
0tbeZu9lv8YEKSQ9tZSslu;['alternative r&b'];hip_hop_rnb_soul_afro
4j8CsPzssbM8TCjSvgnmSs;[];other
3DkhgIw7lIyxekurpXNTrm;['indie folk', 'folk pop'];folk_acoustic
6vjKiruwh9k8dDi1rYvI82;[];other
4qxFzMJxrNzlv11J7pCY5q;[];other
3e2PXYMu8ijWVUZOhgU018;['dream pop', 'shoegaze'];rock
5BRAUN0yN8557PLRZIr02W;['jazz rap', 'nu jazz'];hip_hop_rnb_soul_afro
2datC2OML2YxykP6vnDRmg;['neo soul', 'alternative r&b'];hip_hop_rnb_soul_afro
7w29UYBi0qsHi5RTcv3lmA;['art pop', 'trip hop'];pop
7ltDVBr6mKbRvohxheJ9h1;['latin'];other
3VHAySZQPlfGlNLslzXYpN;['latin hip hop'];hip_hop_rnb_soul_afro
6LEeAFiJF8OuPx747e1wxR;['art pop'];pop
7AZm56bjPk0tYl6LTyJu9N;[];other
5NvbTsi0Mi1mdeDchU2YkG;['slowcore'];other
24ExnkYwR4QoLamXGi4sOR;['hardcore', 'hardcore punk'];rock
39i5B6umzWzkfMe12JrMwW;[];other
1pi7nGhOM7PTHR5YEgXVGq;['neoperreo', 'urbano latino'];hip_hop_rnb_soul_afro
6Gl4Q3ePw6HKMfIOix5QpG;[];other
0N9CUdcRxZfnPGAmbkuUrm;['shoegaze', 'dream pop', 'slowcore'];rock
5xuNBZoM7z1Vv8IQ6uM0p6;[];other
4dwDVC6lrMINxVBxETE1AB;['retro soul'];hip_hop_rnb_soul_afro
2YZyLoL8N0Wb9xBt1NhZWg;['hip hop', 'west coast hip hop'];hip_hop_rnb_soul_afro
