track_id,danceability,energy,key,loudness,mode,valence,tempo,duration_ms,time_signature
1hdpMoNDNKvsgosL6c7ywF,0.832,0.81,7,-4.647,1,0.23,99.994,174053,4
0ULiCJAR2lmaHrXvs3exRm,0.76,0.98,6,-5.818,1,0.443,126.263,286275,3
41QKSwPaV7ADagGinXHeTv,0.521,0.8,4,-4.814,1,0.515,108.918,196534,4
67D1DphJpan1hFNs7H5O8i,0.398,0.688,2,-9.277,1,0.274,135.126,186667,4
1KDvMamqHZoGDNcjQ5FCKo,0.0972,0.809,2,-8.559,1,0.267,159.643,203640,4
4kvDU8vfvxupVezsVPag5v,0.427,0.629,4,-5.225,0,0.488,111.386,232307,4
7ucEkWU0SVy0XFdfXESgfY,0.751,0.669,7,-5.367,1,0.69,93.705,250851,4
6fNyEK8kTquBSUTHbqbfaK,0.53,0.428,0,-11.664,0,0.355,139.941,201855,4
1g8becOwXRFEkYukY94L99,0.744,0.926,11,-4.695,0,0.649,99.949,226680,3
3YXKmL4FyiVXlInEVHPBUf,0.26,0.694,4,-8.727,1,0.166,103.845,215246,4
1n5rQXm41qTCX8zKj8dqOd,0.513,0.864,4,-6.579,0,0.5,82.733,134062,4
4840zRYvyKj6MnwT6siR1e,0.916,0.718,0,-5.51,1,0.521,129.92,184655,4
5WyYyUa7iC2Ua7Q40Igv0m,0.6,0.801,1,-5.6,1,0.158,129.969,202460,4
4yfCbu0PM7UBXLtdKnrs8Z,0.344,0.723,4,-9.839,0,0.314,98.693,148000,3
0SK4eSlC1oyOkY7jG7EmmG,0.685,0.245,8,-12.938,1,0.778,138.001,161409,4
6J2ECbAbX4L4WgIkeXyeq6,0.881,0.582,7,-7.794,1,0.705,105.001,194255,4
5uTQC24DoCTc287oH8Xpp4,0.658,0.865,11,-4.282,1,0.826,152.029,146867,4
3C8efFvMjiZ6hqEMvwk3kV,0.589,0.344,5,-8.427,0,0.0355,134.845,192000,4
124mogRrOTVlUaYm9LkUlQ,0.531,0.148,10,-13.724,1,0.265,117.244,229853,4
6dZa8SZpYFdGc5JVsZceiC,0.281,0.746,7,-6.948,1,0.461,159.013,261000,4
7MEyh5qMYXfQdUm1Yu79Va,0.152,0.201,5,-23.543,1,0.0318,68.508,167999,4
6x4z51Q0PBhSs8NoGbJ5wk,0.291,0.376,7,-11.91,1,0.174,178.399,182073,4
0w3Mfe4PIVjuFjJbe3OlYv,0.567,0.682,4,-6.423,1,0.668,79.043,266848,4
676xTEyKfYBOGYD0EuVrTq,0.607,0.702,11,-5.363,0,0.583,151.996,243540,4
4yYtvbpIlsBujDgvzS5nA6,0.864,0.675,8,-7.695,0,0.389,112.595,113609,5
0LzidBf7cUsnZnG34OUPSF,0.71,0.899,11,-4.032,0,0.555,162.927,146240,4
44cwcFNclhaQm29UTexzDg,0.324,0.463,2,-9.248,1,0.174,128.261,193517,4
4nFrcGM7MY1mpoQCC7Kefj,0.775,0.662,10,-7.755,1,0.257,112.014,192936,4
2KHIUDMyKpCoatqCwDAtD4,0.474,0.356,4,-11.625,1,0.283,82.516,228311,4
68a3pVJdCkL82y0Shf9rQP,0.625,0.598,11,-8.198,0,0.898,139.971,161387,4
252ODAgPlMKwwh9XWo8xgW,0.373,0.671,9,-5.803,0,0.23,176.192,176758,4
2UMqEOjSUzHRJ3Q7zVJlkZ,0.281,0.335,0,-11.723,0,0.489,200.891,216780,4
62ir3CludVLlbrXk6AOlGg,0.495,0.673,6,-10.409,0,0.343,103.775,180772,4
3QywssPwesi0qjMRsyUYaE,0.311,0.614,1,-7.269,1,0.196,137.311,473278,4
67U4c4ogb7pWU3uRINXnrn,0.694,0.962,1,-4.985,1,0.149,129.999,284000,4
5krKShHoHc1bBZfZGI0hXh,0.67,0.808,5,-7.049,0,0.596,100.099,192387,4
5LVGlSWEUt4icxkTZ5KVTD,0.492,0.507,5,-10.072,0,0.148,119.962,364069,4
0o1waYvwF2r374AABROUYX,0.716,0.928,8,-4.09,0,0.494,142.057,137160,4
2wGoegWa8zTI85Y8kxG3OP,0.525,0.605,10,-8.684,0,0.669,129.955,283074,4
2T53qHHC8ufoC08LKWLVNF,0.657,0.853,10,-7.318,1,0.584,145.004,366085,4
4v5uz9BbHyIWorKp7vSuu2,0.588,0.24,9,-12.02,1,0.207,100.001,219600,4
3zKdTxoDlo5CT5HlqgUxJ3,0.895,0.74,7,-3.797,1,0.789,119.933,186000,4
6qkMvAQ1DvyIVo3PBwDxSl,0.902,0.59,10,-8.314,1,0.655,104.002,233500,4
0kRJ86TTyiuqTHWh2sHGAI,0.602,0.696,4,-7.445,1,0.254,130.147,185472,4
7keNZhvY8vbs3AyqDewmjj,0.636,0.88,2,-5.612,1,0.64,120.062,200160,4
6AEePG1fNRC7I2Gdi6U8mx,0.211,0.943,1,-6.84,0,0.214,160.057,410365,4
1OT7k2oxRwUqldEhgWDB5d,0.379,0.873,4,-5.533,1,0.547,81.741,220183,4
47FAyr76hrt6ivEjIF5Twn,0.725,0.379,10,-17.278,0,0.287,90.521,122000,4
72Z7VFAx1blMBH1NEE2bN0,0.384,0.888,9,-5.262,1,0.373,140.91,256293,4
7xakjvitZwkBWluOFk3Wgv,0.716,0.707,0,-6.617,1,0.421,159.98,207360,4
3vZ68FsIGjt4HucMTmDd3h,0.519,0.827,5,-8.389,0,0.405,127.589,319878,4
4g8OCigK1mLpnT9NnuaUj2,0.189,0.735,6,-6.959,0,0.436,125.967,186934,4
6YCCcnypkr23mpPrGiztPo,0.414,0.95,1,-1.808,1,0.343,119.058,179563,4
23M9FijuZP9MsVQrCLdqct,0.392,0.992,5,-4.29,1,0.0397,138.053,145038,4
0qFtIHwXKO5orVkasAHDlh,0.728,0.938,7,-7.633,1,0.525,132.003,712173,4
2yDsCkPGERKJisaIQQvmaC,0.0803,0.0355,4,-29.477,0,0.0642,75.233,165500,3
6BPwBHxjmavFAyMrLQgQYd,0.533,0.813,0,-7.504,1,0.439,76.001,271733,4
20rhLRRW6I177TzqQBV93U,0.531,0.756,7,-9.113,0,0.422,129.269,232613,4
0jVRZSyLXC48J2G66b12Ms,0.661,0.232,0,-12.817,1,0.12,127.972,305967,4
64UCdNSBP51U28Uduj1KiI,0.635,0.806,2,-6.736,1,0.544,139.896,154286,4
5wjsJIUf6pdrwauPDae43o,0.785,0.662,4,-4.271,0,0.964,74.962,170297,4
6pRRHgDjfIGhTUCGlHX2p8,0.302,0.584,1,-6.242,1,0.159,199.804,170825,4
4VcAHMK3JUFKxCLeLNA1V6,0.244,0.878,11,-7.43,1,0.681,159.902,217750,4
0heSL7aoecWPpGjUthUPJ6,0.314,0.664,1,-10.242,1,0.217,129.784,401115,4
5IeqOmOd9DJsYS1hLm66iT,0.38,0.471,3,-7.29,0,0.151,179.245,196795,3
3xePjad1SGw3noniehfKRe,0.282,0.259,5,-17.219,1,0.208,75.556,387201,4
5IhT2qYheXI0O2dHMmAb6B,0.178,0.631,10,-5.973,1,0.236,144.371,360512,3
1DIA047bxy09Z1IAzEf2wc,0.765,0.781,1,-8.874,0,0.433,115.974,164000,4
3vkCueOmm7xQDoJ17W1Pm3,0.504,0.308,9,-14.958,1,0.121,113.95,137773,4
4g37wGcNWcVCdY0UoRNPzu,0.517,0.54,10,-9.008,1,0.463,81.012,249259,4
1kcwEVl9hYYg1JU0BFbzmc,0.737,0.517,9,-10.759,1,0.655,123.122,214073,4
4zGWX3Jx6vCQ4EHVe6Gnn2,0.57,0.342,2,-12.229,1,0.182,75.474,456693,4
2vfq7f6tpoRtR8nZJmYbFi,0.688,0.65,2,-4.199,1,0.316,78.048,123145,4
6yDvEyzcf2fu9bg41LHozy,0.662,0.672,1,-6.483,0,0.199,127.752,122410,4
1LJf3nm1uyWUq1NP61Ea5W,0.722,0.388,2,-5.173,1,0.104,141.988,129507,4
7iaHCeZGfVSvQjexK3c18g,0.539,0.782,11,-6.384,0,0.455,41.629,151484,4
3wlIAXSDtlD9iU8ysld06Z,0.776,0.701,9,-5.223,1,0.603,112.032,265045,3
0ZX9N5ld30wD0TaGxFHg2b,0.897,0.795,7,-5.481,1,0.692,116.981,227036,4
4eAx5XoKzWzKuC2llOwen9,0.766,0.431,8,-13.254,1,0.386,150.071,113365,4
0uMuqJ8C94se50maCXGS1q,0.728,0.769,8,-5.828,1,0.778,120.05,223507,4
3woKxzNqkwuYQXDooNL1oB,0.851,0.789,1,-9.879,1,0.952,129.982,252935,4
6tfxuIsnTI3hzvU881DcJk,0.826,0.733,0,-7.609,1,0.633,137.008,289051,4
0c1EnTUEQoXVH73NbVDi3D,0.124,0.951,9,-6.852,1,0.0384,175.042,533080,4
2gyxAWHebV7xPYVxqoi86f,0.553,0.847,5,-5.736,1,0.733,162.024,211141,4
7Au4cKPo9CYhtP4fByzYeq,0.643,0.72,8,-6.316,1,0.211,129.953,182265,4
1tX8NCYObiYcZ7VADtM6ze,0.323,0.369,6,-10.95,1,0.167,100.688,248347,4
3XiIO5kw2UxoY6Aph8Tcd5,0.884,0.338,5,-10.152,0,0.815,136.994,169590,4
4IYsIZ4GoBaJR7NIFMcrfF,0.521,0.838,7,-9.857,1,0.055,144.948,277394,4
74rGeSKxOyoPlty2caAMFA,0.712,0.703,7,-9.945,1,0.743,120.01,256548,4
4p5QTMGRzKYKxf8P1X88ve,0.75,0.638,0,-7.299,0,0.463,116.018,235509,4
1n1bLYO3tYsVmcln0CRkhP,0.495,0.308,6,-12.005,0,0.108,80.014,328320,3
6Vhl3hCPVx4cvJtCpCKC2H,0.35,0.832,10,-7.682,1,0.24,125.186,171215,4
2tzW0KVQgRjmvUkE4gYiPd,0.454,0.705,0,-7.37,0,0.591,199.94,161600,4
3savyEd2opkZyZr9w62iIe,0.372,0.359,0,-13.395,1,0.239,102.122,252249,4
7kBVI3IEwhexlOaXfDmcNl,0.43,0.896,4,-3.967,0,0.799,179.855,98990,4
4zRg9RKqphhp8tabUDLzFs,0.722,0.816,5,-7.0,0,0.507,138.025,185657,3
00vDTKx0x8foQnP4NfCR1D,0.707,0.784,8,-5.242,1,0.702,149.079,205000,4
0GQW2gDyxgT5IsNEM4osbJ,0.683,0.544,1,-8.614,0,0.0734,131.993,284552,4
3CsJjIyl2Y6jz08DUuMMz8,0.5,0.932,9,-6.903,1,0.349,127.033,178933,4
3KmzZk1OtrY7eNvAliEaiP,0.673,0.804,0,-10.389,1,0.0641,124.021,250339,4
2dydy3gfvQw8fHCYr25R7z,0.478,0.626,6,-6.477,1,0.662,119.825,190989,4
3tXLDl0SQOmTtDYkmy6uzJ,0.891,0.624,7,-6.643,1,0.903,117.031,160052,4
1bvJtmIGOW8NnI4GhPtRZ8,0.302,0.788,9,-8.381,0,0.152,129.21,403653,4
4Qof27HYNjISAVepmVBD7t,0.325,0.399,10,-9.238,0,0.159,73.912,316500,3
4nq1ycSKzbzGcMoRfD6lCN,0.687,0.319,8,-12.404,0,0.257,110.978,219508,4
0xQCLwdgQCCRLmRwBH5CdQ,0.543,0.981,9,-4.135,1,0.752,134.98,194413,4
0eApoAkkSWzutL62JgkClj,0.395,0.883,1,-6.147,0,0.868,179.265,186131,4
5iAp1pQB3dqB3rWfs38Yb6,0.947,0.89,6,-3.76,1,0.784,128.001,257202,4
27BcaqqaXXeMlkOiZC8Vhm,0.65,0.635,10,-6.606,0,0.803,92.943,208836,4
0DEjFljgDbPjkm5460EJnA,0.883,0.675,1,-4.439,1,0.33,101.992,127058,4
409WM1TeevBE5DuAuCkkeJ,0.669,0.519,1,-7.637,1,0.658,98.994,244219,4
5XNtGBdwDfJosvOhP1URSa,0.524,0.236,4,-12.881,0,0.079,100.06,233533,4
3AalwwmizoPXoLJOoAqnJe,0.647,0.896,1,-6.736,1,0.255,98.005,128563,4
3HLCMnC8u8t6g8xYzvXj2e,0.331,0.31,0,-13.059,1,0.126,139.659,438542,3
3AXF1kwbV84cArfj6tdwwE,0.427,0.951,5,-5.982,0,0.53,145.957,210102,4
0kSE5Ppn4WrJ7eu3PsBKxC,0.304,0.113,2,-21.019,1,0.219,121.581,169410,4
5L2zGgJi9BlL3CjVF4KL7W,0.362,0.518,2,-9.62,1,0.478,58.174,136000,4
4inoOfvjCBQrJKdVwfJjlT,0.232,0.297,2,-11.841,1,0.309,108.228,224333,3
3rmTtAIJydBOPohvykKubn,0.185,0.733,4,-6.935,1,0.573,171.817,165414,4
05SEi2EuY93D6UHHUSNZGc,0.133,0.593,1,-7.039,1,0.133,76.744,310773,4
5BRvndQ15sqlMX7HSdOQFQ,0.801,0.355,9,-14.165,0,0.529,141.054,288926,3
2DW8K92zcLza0lsTlBg7Ld,0.739,0.776,7,-6.78,0,0.313,136.102,164118,4
3tbIgRlbQ9s0MYkJTv8ued,0.688,0.873,11,-6.245,1,0.271,138.022,221107,4
1dYikxHAT9iE3H4fd5MIgl,0.885,0.573,11,-6.76,0,0.487,120.043,183630,4
0c5BSzfDfvZmTic3yBAgcn,0.126,0.128,4,-19.622,1,0.0394,165.961,337125,4
2pUYbyOIOSfDfsnCR3KceZ,0.435,0.401,0,-7.885,1,0.0911,84.001,319196,4
0Ic42kynfrSAJjTlOr0dWR,0.78,0.42,6,-9.218,0,0.0952,99.024,146792,4
6LbFM8wbTe7XZwbm7C5qZ5,0.448,0.298,5,-9.087,1,0.307,81.732,289897,3
1o8Z7GD1CeOaVBEyuzu4HO,0.481,0.539,4,-7.865,0,0.621,153.277,186678,4
00McSix9sDrNqnUGFubou3,0.543,0.773,11,-9.638,0,0.142,120.001,191640,4
1s2JMss9B3tkpLxzdVukkl,0.901,0.946,7,-5.892,0,0.412,125.006,358507,4
5lO9Bvj181OsaRUhPFDhII,0.638,0.907,5,-3.7,0,0.529,130.176,103393,4
2LIRjX0JLWZNibGXDG9FlD,0.59,0.227,4,-26.254,0,0.27,116.007,433965,4
0P4RWFKWx7XllSzcwbLLhg,0.594,0.83,10,-6.416,0,0.944,144.413,87976,4
4aXKmTLg2uXrFQhJV1MBgv,0.541,0.383,8,-11.879,0,0.414,138.008,202476,4
5D7AFGloFpXtdT2PiKTEC3,0.606,0.583,4,-8.389,1,0.807,125.974,222742,4
3KcepcVuTrW8laKNhptsch,0.389,0.659,6,-13.629,1,0.844,86.021,141570,4
7lfC86MKlxNh0lzf2Hr74Y,0.486,0.841,5,-6.259,1,0.464,119.992,471500,4
7mfPIRPnO2pFTYKdXl8Ihd,0.437,0.994,1,-4.138,0,0.268,156.049,137290,4
2i8f4VnnBjy0yDqH2C452a,0.631,0.88,9,-3.545,1,0.808,129.994,184784,4
0ll3IRoSlJ461DTxW4Z7vc,0.479,0.545,4,-5.637,1,0.293,95.983,203609,4
4M6ywvPu0K14mUPJ6qnTjK,0.635,0.45,11,-11.167,0,0.517,176.016,316000,4
3q4RvzWQCDiK4pmQkOEWqB,0.399,0.849,6,-9.572,0,0.388,136.554,298760,4
0d2O27Nda43sxkl6tRT8FQ,0.721,0.382,0,-8.481,1,0.818,131.249,204406,4
6oDHOPYBOGjrRYM3QMxznO,0.648,0.622,5,-7.379,1,0.309,131.986,239289,4
0PQ4VI53cK9ZeKluejZmoC,0.558,0.515,8,-6.046,1,0.123,139.91,220776,4
6XEt23sq6sRgER8sSZbCR5,0.971,0.695,10,-5.253,0,0.696,119.971,192000,4
7gX1NBorrOZqpLYBlRIW3F,0.192,0.885,11,-4.774,0,0.0396,127.684,509826,4
1iwXGYb4uYrRxO9mErMcj6,0.809,0.901,11,-8.619,0,0.816,127.993,213974,4
5OpwXn8CX2tDUcHEy5mxEr,0.624,0.716,3,-6.946,1,0.421,79.02,154287,4
2vgoeRVrxhxuE7vvUSOVim,0.953,0.765,1,-4.954,0,0.411,109.073,137263,4
0cGCjJdfiuMcIJzfmjbszC,0.554,0.764,9,-6.631,1,0.0632,99.966,211782,4
1pw2fkhwUwXy3zkVxBfVo1,0.497,0.855,11,-3.189,1,0.41,122.421,219436,5
1HafUZHznzgl5LrrHwcN92,0.138,0.944,9,-4.035,1,0.339,174.571,285533,4
5MudCy3oMWOFMrq1QoMUBu,0.588,0.75,8,-9.627,1,0.87,88.764,221561,4
609RLtoVcVEu16Ifavpqkn,0.276,0.692,7,-6.295,1,0.276,80.047,252493,3
0DNQZuM2h185hjARSAcgoV,0.653,0.639,11,-6.841,0,0.294,99.928,163000,4
35bUxVxi5qxMHiY8dMLLze,0.755,0.588,1,-11.807,1,0.795,86.133,124186,4
7zy2kNoeD72x2NEDaAsJOX,0.686,0.808,4,-6.709,1,0.32,127.925,272035,4
7JXl7bdGiIuSlRKAVoZopE,0.336,0.0615,8,-16.86,1,0.0699,115.354,212333,4
0W4522kMykidUIBpOoI8oP,0.715,0.847,6,-9.978,0,0.709,121.981,301851,4
6hasQfFdygcQow58WNA614,0.766,0.527,4,-7.167,1,0.602,121.95,254291,4
2q4JQpJlhcwVnBpho2Fig1,0.487,0.149,4,-16.585,1,0.143,168.65,356787,4
0ma6SYCcqYUyaejkmxubjb,0.692,0.712,1,-5.994,0,0.499,140.024,208442,4
0CAisIL2Tjy47oEkzQUMns,0.814,0.662,0,-5.173,1,0.379,101.987,178240,4
4q9xy6BfcQy8Yy20sWZwMU,0.827,0.944,10,-6.483,0,0.412,135.197,215328,3
5jjGyAGhPoeo8BCN8TQjzA,0.589,0.89,8,-5.524,1,0.866,116.031,186207,4
1OgoyOlrMJFqjE1eqQiCUc,0.653,0.877,8,-6.643,1,0.604,94.78,143043,4
1zDpajK3Tu5Xzwetl7IyrE,0.344,0.48,10,-11.993,1,0.126,124.081,194500,1
1po1qEiqW2FuAvT6vaiw3H,0.396,0.53,8,-7.586,1,0.224,98.992,294200,3
0ToG55iJZCOzZkcpWbXxpW,0.636,0.572,9,-7.797,1,0.66,131.272,192128,4
7kTUoMrKA0duKYHWliWW7k,0.461,0.59,11,-6.477,0,0.785,177.986,211348,4
56v8WEnGzLByGsDAXDiv4d,0.812,0.749,10,-6.389,0,0.841,134.971,151373,4
3tYTLCvnS63hpobSK3tRsR,0.73,0.618,8,-10.94,1,0.298,119.999,436484,4
0k4C2siRScZQAb7eIEQDI5,0.803,0.49,8,-8.4,1,0.207,75.515,229844,4
00jNEiTver5Y7bNOasESLa,0.694,0.829,1,-4.826,0,0.873,77.499,121682,4
7bpfZYrS4dQKxiuj6QiRaX,0.386,0.185,0,-13.324,1,0.0662,110.325,202868,3
784HPjRj1dFr1XfdEnJfI0,0.693,0.848,2,-6.563,1,0.63,125.014,491539,4
33nL2yxVmBsOtOfNywgPkL,0.68,0.856,1,-3.346,1,0.489,135.103,225373,4
7s0kMwS5d9IFYBW1fFAaY2,0.344,0.952,0,-2.818,1,0.312,89.993,230509,4
2F869Vx93KD4Mtfnn1nOqH,0.808,0.579,11,-7.607,0,0.384,129.964,237109,4
136Q0eeThQ5XXdZugchB1S,0.357,0.991,11,-4.99,0,0.259,172.321,98479,4
5BgsNewvpXArLhK1sxZyPB,0.552,0.909,2,-5.691,1,0.678,118.023,214493,4
3xIMkM5LgbVDkpO74O3Np3,0.728,0.841,10,-7.682,0,0.402,125.991,156391,4
40ke1BOmv6yyUrfbchPr3P,0.76,0.355,6,-10.923,0,0.656,95.954,251991,4
4TrfcCaLh5cBP7Rc2X1c1p,0.281,0.0471,9,-28.372,1,0.173,115.601,145281,4
7dAnv9TxfG03PAtCh3Cz6w,0.716,0.684,2,-5.752,1,0.403,150.049,142360,4
1h9PGvjTU45WnwzXEjqtf8,0.672,0.811,2,-7.588,0,0.234,122.99,482144,4
5tBNafAkXWrLDQa8SOeat9,0.802,0.543,5,-5.994,0,0.859,100.241,192000,4
3H0NA2Ri3murwBn5cDWugr,0.736,0.961,6,-2.27,1,0.453,137.984,163827,4
427ks1rdHWYkZicpXjOPaE,0.765,0.686,0,-9.006,1,0.487,118.6,264787,3
2pYL4YZ8s13UqG9QHxd54b,0.89,0.457,9,-6.633,0,0.633,122.008,203427,4
7raFiiAe2tfVTq4fCKhIhE,0.271,0.425,11,-8.878,1,0.303,53.331,253733,4
1WucOL2fl6kxq6qz1jIGDM,0.304,0.628,4,-5.342,1,0.45,141.946,264854,4
1ksm7bu6QLRnmtfvde3isa,0.779,0.889,10,-6.722,1,0.766,120.007,309411,4
0i2dln7HLtCqBAvox24dxh,0.602,0.551,6,-9.2,0,0.678,86.783,252878,4
0w2RKh9GY9KAuxNfqL2u1X,0.338,0.478,11,-9.385,1,0.344,126.888,345080,3
5sdQOyqq2IDhvmx2lHOpwd,0.776,0.817,5,-6.018,0,0.515,149.921,154667,4
2VSDVmmjXRy5PTGsbCJJvb,0.585,0.633,1,-8.582,1,0.355,119.686,105999,3
1cNJ9ODOJF8b6AjhzoYdkv,0.511,0.866,7,-2.941,1,0.582,90.85,242909,4
3lCSiBordGtNz6yeF9JZA6,0.175,0.224,5,-13.615,1,0.0718,80.12,226383,3
37lnZpVjQ7gr33kcPNaSp0,0.803,0.547,1,-5.969,1,0.401,112.078,191377,4
34Tg1jTHYdWlSMXYthAoL0,0.34,0.775,11,-5.733,1,0.0836,93.377,127880,4
3JZNP6WqOPBzbVnNrRRmSj,0.763,0.807,9,-6.796,0,0.727,135.011,260278,4
2S1d0lmp9Wxzm1u2CfGrLJ,0.756,0.719,8,-6.112,1,0.555,104.977,180629,4
3qLuxUHOfQ72ry8MYmIqca,0.795,0.704,1,-4.985,1,0.619,125.957,121904,4
3JKRuo3KhL39T6XWAXPohj,0.741,0.491,5,-11.416,1,0.503,150.553,289963,4
3k79jB4aGmMDUQzEwa46Rz,0.484,0.53,5,-5.82,1,0.319,136.874,219724,4
5NhLA2P7AiV3cloVmwtwLS,0.687,0.839,0,-3.434,1,0.537,162.994,355796,4
49UzgjOfEOGcmiE3GnOqtm,0.825,0.394,1,-11.896,1,0.866,126.988,332919,4
3rbeksJhrYek4fIy6mty5P,0.923,0.087,6,-12.331,0,0.43,121.109,149720,4
0TTOsyDKykWhCh3qDd9wMY,0.929,0.43,4,-9.338,0,0.498,102.991,188738,4
78Btp5CHxeLSetEe2rFPU0,0.725,0.492,4,-8.177,0,0.356,136.038,212647,4
60snAG6V1EmDgbHB7x5ROy,0.39,0.512,9,-7.306,1,0.304,119.981,206984,3
1k8hWUqhQMF3gXPQtZVkNt,0.257,0.731,11,-6.363,0,0.262,177.021,117623,4
5VxmI3IdgAxWVvUnJoLuY2,0.652,0.879,0,-6.405,1,0.789,173.925,117810,4
1Vh0KfWMQV2U8e7PHISLXB,0.232,0.35,0,-10.344,1,0.0387,117.645,1318175,4
55q5FJy2MagUgplPVB0tjD,0.611,0.606,6,-14.231,1,0.496,134.02,266558,4
0WCxpmafw3tOlUmiilGbsy,0.646,0.736,5,-7.118,0,0.873,140.098,212878,3
3hX2D702Hvfpc3neeQSEHK,0.779,0.766,1,-3.395,1,0.583,160.055,113130,4
0y9ia6GjZhWg4G4VImn7Yq,0.792,0.686,10,-5.156,0,0.389,124.922,300000,4
4lBzqpBdqz0woQOnWHUzjw,0.725,0.874,10,-6.621,1,0.412,124.022,168412,4
6CjJtGi2x7xiBghJ4E8YIN,0.316,0.966,2,-2.902,1,0.209,163.526,109388,4
5qKIc0tuSuuYJtgwANaRaT,0.542,0.775,4,-4.415,1,0.723,188.069,189000,4
3cNykCGMtO3gPSZkmA0y2P,0.749,0.528,7,-7.83,1,0.552,95.108,131053,4
2hKnW3SMsVWhXoSYLXn01G,0.271,0.647,1,-7.615,1,0.163,185.867,188066,4
6MXvP9QzuoEp8r0289EDli,0.65,0.787,5,-5.891,1,0.851,89.976,141346,4
1cg4xD453Wuol9fNsRDbsV,0.511,0.861,10,-5.677,1,0.366,98.021,221451,4
2JmUcWWqk5K6m6z2Ky8khX,0.803,0.805,2,-5.516,1,0.212,130.019,153000,4
7rYAJwAZ7gokGokrsfrOQ5,0.866,0.825,8,-4.903,1,0.767,117.02,179666,4
6S0qDB8PnXMyU5xhsYxcGI,0.473,0.939,4,-2.318,0,0.731,147.885,144783,4
0WbMK4wrZ1wFSty9F7FCgu,0.7,0.582,11,-5.96,0,0.785,116.712,218424,4
0XHFylA18yuwGVCfJfq4dw,0.735,0.616,8,-6.308,1,0.604,98.063,162206,4
3h5TiWTqGxjSjFrbruPFH9,0.66,0.727,6,-4.028,0,0.418,125.023,263040,4
6vZRq9JIOGTl3b9dmEgeZV,0.781,0.597,11,-6.771,0,0.967,160.067,191888,4
79WNuukBSoDzaem1LT4IZ4,0.811,0.437,9,-8.25,0,0.348,115.983,182722,4
2GxrNKugF82CnoRFbQfzPf,0.599,0.946,11,-4.263,1,0.747,151.647,142515,4
3dj4wgM3cPeuLwMNHDuBon,0.731,0.861,8,-5.483,0,0.759,127.922,212649,4
27sKtH0PZpASkN8H3ZJOQf,0.731,0.734,10,-4.843,0,0.742,87.996,149500,4
6XaJfhwof7qIgbbXO5tIQI,0.695,0.592,5,-5.34,0,0.482,108.001,260371,4
5crY7axm3GejOxy5PsnnPk,0.576,0.796,2,-5.1,1,0.589,101.093,182624,4
6NgvAmrhjUENGdtVQnBHx8,0.721,0.823,1,-4.596,1,0.573,102.989,243953,4
4dFAznjc12DSXHqofBCPXH,0.805,0.766,8,-6.636,0,0.818,121.982,167270,4
0ri4EFGPe0GqSl8Mp1yYuE,0.795,0.475,11,-11.634,0,0.589,115.03,209243,4
6RmWk7p9QY8VMGHdgq4Ulh,0.712,0.662,6,-4.777,0,0.903,100.881,170698,4
5OYJXif1vzHZFvFORFBpvI,0.776,0.557,0,-13.137,1,0.262,130.026,151415,4
7lw4J2RfcPs2hEJgPY44lC,0.782,0.652,7,-6.787,1,0.927,111.021,160000,4
5UJTM4M8b1Tw3No5kNI2N3,0.571,0.705,5,-6.551,0,0.735,159.973,187283,4
5jZ0Q2yRYnI961sJbyWlK0,0.713,0.858,4,-5.786,0,0.867,119.993,164486,4
1blgJMWytwChDZK16qWCfl,0.696,0.522,11,-9.42,0,0.163,110.979,182985,4
6WRhbMJiQJo4SZv6ub8ptn,0.748,0.388,9,-9.375,0,0.733,122.869,190762,4
76iQdM3oep1tsBw0cVYQ63,0.667,0.748,9,-4.106,0,0.497,90.012,187324,4
1TX83ZAjBcPPch8iy0aNve,0.674,0.511,0,-6.607,0,0.261,108.614,208518,4
2EQZLTvGiXOPePeHVtSp2H,0.856,0.455,6,-8.298,0,0.912,101.977,180443,4
4HDC7Mo6uLTujRvHymiXDf,0.847,0.637,7,-8.751,0,0.0509,120.033,208135,4
20FGHYbJI8JvoAyGegpQOO,0.717,0.747,4,-8.205,0,0.834,119.975,198080,4
3CqaTHbiU2nBy3Ar9RnDHN,0.652,0.877,6,-6.281,0,0.562,124.024,222316,4
2qSkIjg1o9h3YT9RAgYN75,0.701,0.76,0,-5.478,1,0.69,103.969,175459,4
7CFz9bEaKdZ7cQ63duKUXC,0.317,0.793,7,-7.179,1,0.24,122.229,269722,4
6ZW6mNdkyhqe7ouKpFTImd,0.455,0.99,11,-2.659,1,0.944,166.952,65654,4
7zVv9b6OHWjumvA4nZKXUR,0.552,0.871,11,-6.194,1,0.6,137.907,222187,4
6If1Aw9BpAtmnP1GByGjfr,0.697,0.443,6,-7.227,1,0.807,76.995,186901,3
2fx3LMinXEN1mN787TAxYb,0.5,0.883,4,-6.288,1,0.789,147.834,186885,4
79PatmbsVvjeS4Q3p5zZ4F,0.561,0.952,11,-4.211,1,0.325,160.007,238350,4
3iTvYySsyOjPVR3Oiw17Zq,0.709,0.591,7,-5.453,1,0.799,93.001,142449,4
27DK0GXeeviPwqdL4jTUMU,0.304,0.36,11,-9.74,1,0.132,92.752,340600,4
2JXeFGQ3WzDBZqctS9EYte,0.547,0.955,7,-5.041,1,0.241,94.161,81933,4
3WwpXIUD8U6LIQOW6heHfu,0.434,0.756,9,-10.711,1,0.468,86.876,169400,4
