artist_id,artist_genres
1k3zNkpgeygyoc27mNoAsp,hardcore
6xPOeIDWmM9ooOw7SBknMl,arena rock
34mL0MvM7ktm8va4wGQk5v,thrash metal
4DX0ctdZRMWec9KCiigIXy,gothic metal
0fBVXSuBO4MlVPMmugfW7L,death metal
18jTFcgHRRYHdwdof1MDZw,hard rock
3M9XAM57a4qFz3v6Lq27t2,pop punk
5xKw7nNLyZ7UVvhaLC5kYd,medieval
62cbRT8HTVpFfiA7e2jJO0,southern gothic
0NJ6wlOAsAJ1PN4VRdTPKA,folk
4uOeSBqJoBz5OrxrsrTboH,pop punk
6syYSX0eLH4srCtXhUEMXD,mathcore
7vCI1d19vrokQuRkiAhwMC,egg punk
0qnFuGvRmnVs96UbsYmg4x,midwest emo
5qjpZpwuGtOkwajRLirQpK,hardcore punk
1Tsag5J854qxeOo2apszug,pop punk
6Aakz04B1cWFdcMNFch4QS,grindcore
2sqrupqcoipb7UzVKApEnJ,post-hardcore
6Xq9CIMYWK4RCrMVtfEOM0,pop punk
3UAKHD6HtIntfmQB0eSVYm,math rock
4GFSsEAhmyfGlTlXqyoCiW,progressive rock
1OW9EXz8lzkvtX2tfnUI9r,synthwave
58KBq6qkQnfWYRqCjffQQq,metal
5PC1B9qDXhyin3ZgyRcio7,black metal
1U9J6D5J0m5B8R48KzUyOs,groove metal
0GoS6UScVybSBzDw4WxxoR,stoner metal
1Ih0fEQQsy9EeAJbYEeQRa,metal
7DHEVu8mFuQP14XdDIFhss,grindcore
5oMuG72RtrItw98ywAQ7ff,skate punk
35m8xtAGmqjnArbq8Xnndp,stoner rock
2uRjuSX3CCVJO0KBA518XG,post-hardcore
61C4Qk425GpZsfaObkibnN,melodic hardcore
45MvWoWLKlKglPHeKiVlJY,industrial metal
5CiQ9m8dPZ3eEV8c2DdHuq,post-punk
2n2RSaZqBuUUukhbLlpnE6,metalcore
2q5B1lSu5ruqehmdJ1uLIo,noise rock
0QSFCeiUCvkjxzwj7uvSHQ,hardcore
6Xv8h8ntefqlic5d3DqzhZ,progressive metal
7w0e6inAfRWIEb9tWVgB7a,art rock
4Ge8xMJNwt6EEXOzVXju9a,art pop
1zWilUDcnvjEAmIZpciTvj,ambient
0vqVZAiY4XJe400rsQSzPo,noise rock
7JUWlvLs6PzPMLryj6sdCh,ambient
7LlAk7lyxBJYpXXT0n7mtc,sludge metal
32icquocNrZlt5lWF7tkBr,black metal
1Zdd7fqk5jtuMUwE7agpS1,riot grrrl
4ZWRLOs7c4drt9mKGc0Ds0,post-hardcore
2GJa7lPCjAB1rKXptXrfy8,lo-fi indie
13vr2QqzoWOWDyaAZDuEGO,alternative hip hop
699OTQXzgjhIYAHMy9RyPD,rage rap
2QM5S4yO6xHgnNvF0nbZZq,k-pop
3skli1w2n0nOZ4qkDbvV2m,k-pop
1B1zkWmkstkl82GuWpqPZB,sludge metal
0NTSMFFapnyZfvmCwzcYPd,death metal
0vTVU0KH0CVzijsoKGsTPl,jazz house
402XZzUu3B8SejOeEGFYqi,proto-punk
3GjVVVcFmUgEJEAAsbGkf4,alt country
7pBR5RoBlOm3oehKuFCxeb,cold wave
3zmfs9cQwzJl575W1ZYXeT,indie pop
5z9wLR0RGBcWMXr4fCZW0K,neo soul
3y43zXffnLmhyQD1K4QCmD,post-hardcore
1vPK0KqkfnZzdpKDC2l3rd,indie jazz
7ATw5ZiG6dfYFUUVpCsyFe,punk
7GBU1lsy6kB6lLGDUUEbTg,norwegian pop
1KXSj6uiC8Wtl2wCckVmAD,emo
5HJ2kX5UTwN4Ns8fB5Rn1I,alternative hip hop
3twuAojvYNrlWZpMkxLm3P,musicals
5v69lcKunkvGk1SimYwL0M,experimental hip hop
709RUroHgigfxfOrPwVDAm,experimental hip hop
2jl4qd6UbzeCmImT4nWbtA,rage rap
2oM7LMPFu882oC6jSwEqjd,underground hip hop
5A7T1LAGJg5NXySBoIKUmF,underground hip hop
7KFv5Cni7kseXWHJnnejXk,groove metal
6vXndytZhDoSVuUIo3rOYc,emo
5nrO8X72nFeyu3sqYIkskQ,spoken word
4U9UJQA8TdPGjCaYCsorkB,grindcore
7coXApDvpixZcFjdfqzOXg,space rock
0nwTtqff9SoWoTnTFeZ7YA,post-rock
5LhTec3c7dcqBvpLRWbMcf,jazz rap
4EdUmknefakeMJSEbCb85Y,surf rock
5zvMklMSTgoGUS9Un5domO,death metal
7HwuG5omnxx1PZ9cLIOecH,black metal
5XMyhVhi5ZN2pi0Qwi1zXS,alternative r&b
14SgKNlOCKAI0PfRD1HnWh,metal
6FFTQRf8CS9YJf9T8dcAnG,stoner metal
5ErUNpyxSBAdjZaKlefsUr,post-punk
6ToGjPfiUS10Zds9xirvm0,ambient
7J6YlxY8MiF5ZwfVBzMpPc,post-punk
3jLCHiuXBTGEEku37TsobP,krautrock
4UKKKGkjNWx8KTUvea66k1,metal
5vBKu1igxFo6g1sHADkIdg,anti-folk
5vHShL6Y7oe3QoEuTGSABf,djent
5XTn5Az9AcSKu0oaauC5ES,lo-fi hip hop
6fs2or0cKLEM2xohWq8SoX,mandopop
5CuU6SRJjbbZL926nSGGxX,underground hip hop
7t8XjIoFLQTyd0tVVxk2tU,post-rock
15VmPRQCJEZWaZWgHEroj0,witch house
1DmeNQWfU70wyD5wXP2UgR,post-hardcore
0giUOGLTAaVVbdr7aSwM0N,hardcore hip hop
2ka8z2lwkcp13fG8Wyv3xU,americana
6VxDAcLZ7MRxztuhhFfy90,jazz
19KpCg8O15A2eZ416EyFdw,jazz
28ot3wh4oNmoFOdVajibBl,k-pop
2GUw9Wzha61PkZoRVv1PDD,glitch
0NnC3YeMSgqiGQtfe5KEkF,death metal
69zOtixHikb7pSLZGKYYRN,punk
3LHTXIlBaP5EBhqKMpcr7L,egg punk
7Amw4gNz7nLq7140PFhtuk,mathcore
3nKWlekyskH6bAM2Vat1hE,thrash metal
3DHtfeD4PsmR9YGhCP4VF7,drill
1oeo6cC9Fqa2bxxv67qBQL,metal
0qJpY7K8p7g6sacvaGNt6i,djent
6Cvzf33JDzCIw2eJU8npQo,psychobilly
7cNNNhdJDrt3vgQjwSavNf,screamo
66CXWjxzNUsdJxJ2JdwvnR,pop
4VF0sdPSFLYdVWF6FRK6OK,dancehall
2ob8EK4ELmdRklbm87PKFV,death metal
0q74f5UdR3j14Lis4AKKxq,acoustic pop
5nGIFgo0shDenQYSE0Sn7c,alternative metal
5VPCIIfZPK8KPsgz4jmOEC,blues rock
4M1DlOtwciPLmjRWBWOpFG,art rock
